Brand,Screen_Size,RAM,Processor,GPU,Price,,
Dell,14,16,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe Graphics,375.99,,
Lenovo,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,469.99,,
MSI,15.6,8,Intel Core i5 12th Gen.,NVIDIA RTX 2050,629,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,460,,
Microsoft,15,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,959.95,,
Lenovo,15.6,4,Intel Core i3 10th Gen.,Intel UHD Graphics G1,375.55,,
Samsung,13.3,8,Intel Core i3 10th Gen.,,499.99,,
HP,15.6,32,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,892.06,,
Lenovo,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,480,,
Lenovo,14,16,Intel Core i5 10th Gen.,Intel UHD Graphics,559.99,,
Dell,15.6,8,Intel Core i5 8th Gen.,,299.86,,
Lenovo,14,8,Intel Core i5 11th Gen.,Intel Iris Xe,688.77,,
Dell,14,16,Intel Core i5 6th Gen.,,255,,
Dell,17.3,32,Intel Core i7 10th Gen.,NVIDIA Quadro RTX 5000,999,,
Asus,15.6,8,Intel Core i5 11th Gen.,NVIDIA GeForce GTX 1650 Max-Q,600.9,,
HP,14,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,889.99,,
Dell,17.3,32,Intel Core i7 10th Gen.,NVIDIA Quadro RTX 3000,775.99,,
Dell,15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,639.99,,
Dell,12.3,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,437.49,,
Acer,17.3,8,Intel Core i5 12th Gen.,NVIDIA GeForce RTX 3050,825,,
MSI,15.6,32,Intel Core i5 10th Gen.,NVIDIA GeForce GTX 1650,699.99,,
Asus,15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,549,,
Lenovo,15.6,8,Intel Core i7 10th Gen.,Intel UHD Graphics 620,503.87,,
Microsoft,12.4,8,Intel Core i5 10th Gen.,Intel UHD Graphics,379.99,,
HP,17.3,upto,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,649,,
Lenovo,15.6,8,Intel Core i5 12th Gen.,NVIDIA GeForce RTX 3050,99.99,,
HP,14,8,Intel Core i5 11th Gen.,,849.95,,
Lenovo,15.6,8,Intel Core i7 13th Gen.,NVIDIA GeForce RTX 4050,812.99,,
Microsoft,15,16,Intel Core i7 8th Gen.,NVIDIA GeForce GTX 1060,950,,
Lenovo,15.6,8,Intel Core i3 12th Gen.,Intel Iris Xe Graphics,475,,
Lenovo,14,8,Intel Core i7 11th Gen.,NVIDIA Quadro T500,660.45,,
Lenovo,15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,834.48,,
MSI,15.6,16,Intel Core i7 13th Gen.,NVIDIA GeForce RTX 4060,549.99,,
Dell,15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,999.99,,
Samsung,13.3,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,719.46,,
Samsung,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,769.99,,
Microsoft,13.5,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,999.99,,
Lenovo,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,600,,
Dell,15.6,16,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 3050 Ti,995,,
HP,15.6,16,Intel Core i5 11th Gen.,Intel UHD Graphics,949.95,,
Dell,15.6,12,Intel Core i5 11th Gen.,Intel UHD Graphics,499,,
Acer,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,439.99,,
Gateway,14.1,16,Intel Core i5 11th Gen.,,299.99,,
HP,14,8,Intel Core i5 11th Gen.,,949.95,,
Dell,15.6,64,Intel Core i7 12th Gen.,NVIDIA RTX A1000 4GB,849.99,,
HP,15.6,8,Intel Core i3 12th Gen.,Intel UHD Graphics,309.99,,
Dell,15.6,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,379.95,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,939.99,,
HP,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,585.98,,
MSI,15.6,32,Intel Core i7 13th Gen.,NVIDIA GeForce RTX 4050,899,,
HP,13.3,8,Intel Core i5 11th Gen.,Intel UHD Graphics,469,,
Asus,15.6,512,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,650,,
LG,17,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,799.99,,
HP,13.3,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,889.99,,
HP,14,4,Intel Core i3 10th Gen.,,268,,
HP,17,16,Intel Core i5 4th Gen.,NVIDIA Quadro K610M 1GB GDDR5,395,,
Dell,15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,599,,
Acer,15.6,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,700,,
Lenovo,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,679.99,,
HP,14,8,Intel Core i5 4th Gen.,Intel HD Graphics 4600,215,,
Lenovo,15.6,8,Intel Core i3 12th Gen.,Intel UHD Graphics,399,,
Dell,14,8,Intel Core i5 6th Gen.,,195,,
Lenovo,12,8,Intel Core i5 6th Gen.,Intel HD 520,235,,
HP,15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,869.99,,
Dell,16,16,Intel Core i7 12th Gen.,NVIDIA GeForce,999.88,,
HP,13.3,16,Intel Core i7 8th Gen.,,460.99,,
Dell,14,8,Intel Core i5 6th Gen.,,252.86,,
Dell,14,16,Intel Core i5 8th Gen.,Intel HD Graphics,649.99,,
HP,15.6,16,Intel Core i7 10th Gen.,,899.95,,
Lenovo,14,8,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,749.98,,
HP,17.3,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,850,,
Lenovo,15.6,8,Intel Core i3 10th Gen.,Intel UHD Graphics,274.99,,
Dell,15.6,16,Intel Core i7 6th Gen.,NVIDIA Quadro M1200,404.96,,
Lenovo,14,16,Intel Core i7 10th Gen.,Intel UHD Graphics,650,,
MSI,15.6,8,Intel Core i5 10th Gen.,NVIDIA GeForce GTX 1650,550,,
Dell,13,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,529,,
HP,15.6,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,460,,
Dell,14,32,Intel Core i5 7th Gen.,,265,,
Microsoft,12.4,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,998.48,,
HP,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,879.95,,
Dell,14,8,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,699.99,,
HP,14,8,Intel Core i5 6th Gen.,,434.29,,
Dell,15,16,Intel Core i7 8th Gen.,NVIDIA Quadro P2000,400.99,,
Dell,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,794.95,,
Dell,14,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,300,,
Dell,15.6,16,Intel Core i5 8th Gen.,,243.46,,
Samsung,13.3,8,Intel Core i5 10th Gen.,Intel UHD Graphics 620,647.98,,
Dell,12.5,32,Intel Core i5 6th Gen.,,280,,
Microsoft,13,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,767.99,,
HP,15.6,16,Intel Core i7 11th Gen.,,649.99,,
Lenovo,16,8,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,477,,
Chuwi,14.1,8,Intel Core i3 12th Gen.,Intel Iris Plus Graphics 655,249.99,,
HP,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,949.99,,
Dell,13,8,Intel Core i3 4th Gen.,Intel Graphics Family,169,,
Dell,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,475,,
Acer,13.5,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,95.46,,
Microsoft,12.4,4,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,519,,
Acer,17.3,32,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,829,,
Dell,14,16,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe Graphics,322.99,,
Dell,14,32,Intel Core i7 8th Gen.,Intel UHD Graphics 620,425,,
Lenovo,14,8,Intel Core i5 10th Gen.,,544.26,,
Dell,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,562.49,,
Asus,15.6,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,658.66,,
Lenovo,15.6,16,Intel Core i5 10th Gen.,,610.06,,
Lenovo,14,16,Intel Core i5 11th Gen.,,807.46,,
HP,14,16,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,451.99,,
HP,15.6,8,Intel Core i3 12th Gen.,Intel UHD Graphics,420,,
Lenovo,15.6,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,620,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,449.99,,
Dell,15,64,Intel Core i7 11th Gen.,NVIDIA RTX A2000 Laptop GPU,868.99,,
HP,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,299.99,,
HP,15.6,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,549,,
Lenovo,15,16,Intel Core i7 12th Gen.,NVIDIA T600 Laptop GPU,708.99,,
Dell,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,500,,
Dell,15.6,16,Intel Core i7 4th Gen.,AMD Radeon HD 8790M 2GB,320,,
Lenovo,14,16,Intel Core i7 11th Gen.,,751.06,,
Intel,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,750,,
Dell,13.3,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,599,,
HP,14,8,Intel Core i5 10th Gen.,Intel® UHD Graphics for 10th Gen Intel® Processors,349.99,,
Lenovo,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics G1,349.99,,
Lenovo,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,490,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,679.99,,
Microsoft,12.4,8,Intel Core i5 10th Gen.,Intel UHD Graphics,899.99,,
Dell,14,8,Intel Core i7 10th Gen.,Intel UHD Graphics,399,,
Lenovo,15.6,4,Intel Core i3 11th Gen.,Intel UHD Graphics,300,,
HP,14,8,Intel Core i7 6th Gen.,Intel HD 520,255,,
Lenovo,14,8,Intel Core i5 11th Gen.,Intel Iris Xe,823.24,,
Dell,14,16,Intel Core i7 6th Gen.,,345,,
Lenovo,14,32,Intel Core i7 10th Gen.,Intel UHD Graphics,799.99,,
Dell,13.3,8,Intel Core i5 8th Gen.,Intel HD Graphics 620,319.99,,
Lenovo,15.6,32,Intel Core i9 10th Gen.,NVIDIA GeForce GTX 1650 Ti with Max-Q Design,833.99,,
Dell,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,549,,
Asus,15.6,16,Intel Core i7 11th Gen.,NVIDIA GeForce MX350,827,,
Microsoft,15,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,900,,
Acer,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,914.26,,
Samsung,13.3,16,Intel Core i3 10th Gen.,Intel UHD Graphics,400,,
HP,15.6,20,Intel Core i3 10th Gen.,Intel UHD Graphics,449.99,,
Dell,14,32,Intel Core i7 8th Gen.,Intel UHD Graphics 620,445,,
Lenovo,14,8,AMD Ryzen 5 7000 Series,AMD Radeon Graphics,909.82,,
Dell,14,8,Intel Core i5 6th Gen.,,265,,
Dell,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,898.99,,
Lenovo,14,8,Intel Core i3 11th Gen.,Intel UHD Graphics,357.84,,
Dell,15.6,32,Intel Core i7 9th Gen.,NVIDIA Quadro T1000,489,,
Lenovo,14,40,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,500,,
HP,15.6,4,Intel Core i5 8th Gen.,,350,,
HP,13.5,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,932.78,,
Lenovo,15.6,8,Intel Core i5 9th Gen.,NVIDIA GeForce GTX 1650,525,,
Lenovo,15.6,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,649,,
Dell,15.6,32,Intel Core i9 9th Gen.,NVIDIA Quadro T2000,599,,
Lenovo,13.3,8,Intel Core i3 11th Gen.,Intel UHD Graphics,350,,
Dell,15.6,16,Intel Core i5 10th Gen.,Intel UHD Graphics,299,,
HP,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,279,,
Dell,15.6,8,Intel Core i5 9th Gen.,Intel UHD Graphics 630,449,,
Lenovo,15.6,16,Intel Core i5 10th Gen.,Intel UHD Graphics,675,,
LG,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,699,,
HP,14,4,Intel Core i3 11th Gen.,Intel Iris Xe Graphics,449,,
Microsoft,12.3,16,Intel Core i7 10th Gen.,Intel Iris Plus Graphics,750,,
Dell,15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,650,,
HP,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,499.99,,
HP,17.3,8,Intel Core i3 11th Gen.,Intel UHD Graphics,388.26,,
HP, 8GB RAM , 256GB SSD Windows 11,15.6,8,1920 x 1080,Open box,350
Dell,14,16,Intel Core i5 7th Gen.,,210,,
Samsung,13.3,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,699.99,,
HP,15.6,8,Intel Core i3 8th Gen.,Intel UHD Graphics 620,589,,
Lenovo,15.6,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,473.54,,
MSI,17.3,16,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 3050 Ti,949.99,,
Dell,14,16,Intel Core i7 5th Gen.,Intel HD Graphics 5500,265,,
Acer,14,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,461.79,,
Dell,14,32,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,605,,
Lenovo,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,495,,
Lenovo,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,293.82,,
Acer,14,8,Intel Core i7 11th Gen.,,599.99,,
Lenovo,15,16,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,439.99,,
Dell,16,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,659.99,,
Microsoft,15,8,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,898,,
Gateway,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,250,,
Lenovo,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,500,,
Microsoft,12.4,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,679,,
HP,13.3,8,Intel Core i5 10th Gen.,Intel UHD Graphics,599.99,,
Lenovo,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,900,,
HP,14,16,Intel Core i5 8th Gen.,AMD Radeon RX 540,399,,
Lenovo,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,400,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,499.99,,
HP,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,498.99,,
Lenovo,15.6,8,Intel Core i5 4th Gen.,Intel HD Graphics 4600,242.1,,
Dell,12.5,8,Intel Core i5 7th Gen.,Intel UHD Graphics 620,225,,
Lenovo,14,16,Intel Core i7 12th Gen.,Intel UHD Graphics,999,,
Asus,15.6,8,Intel Core i3 11th Gen.,,311.1,,
HP,13.5,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,989.99,,
HP,13.3,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,599,,
Microsoft,14.4,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,969,,
Dell,15.6,16,Intel Core i5 13th Gen.,Integrated Intel UHD Graphics,950,,
HP,14,32,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,604.99,,
Dell,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,404.96,,
HP,14,16,AMD Ryzen 7 7000 Series,,628.86,,
HP,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,679.99,,
Dell,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,750,,
Microsoft,13,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,999.99,,
LG,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,989.99,,
Lenovo,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,950,,
Lenovo,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,510,,
Lenovo,15.6,32,Intel Core i5 11th Gen.,,657.06,,
Dell,14,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,699.99,,
HP,14,16,Intel Core i7 10th Gen.,Intel UHD Graphics,761,,
Dell,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,849,,
Lenovo,13.3,8,Intel Core i5 10th Gen.,Intel UHD Graphics,899.99,,
HP,13.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,599.99,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel(R) Iris(R) Xe Graphics,509.99,,
HP,14,16,Intel Core i5 8th Gen.,Intel HD 620,260,,
Asus,15.6,4,Intel Core i3 10th Gen.,Intel UHD Graphics,292.49,,
Dell,14,8GB,Intel Core i5 6th Gen.,INTEL(R) SKYLAKE GRAPHICS,191.99,,
Microsoft,12.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,649,,
HP,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,610.84,,
Dell,14,32,Intel Core i5 10th Gen.,,399,,
Dell,14,32,Intel Core i7 10th Gen.,,450,,
HP,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,750,,
HP,14,16,Intel Core i7 10th Gen.,,885,,
Lenovo,14,16,Intel Core i7 11th Gen.,,929.66,,
Microsoft,13,8,Intel Core i5 12th Gen.,Intel(R) Iris(R) Xe Graphics,691.99,,
Dell,14,16,Intel Core i7 7th Gen.,,271.66,,
Dell,14,8,Intel Core i7 4th Gen.,Nvidia GeForce GT 720M 2GB,245,,
Dell,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,449,,
Lenovo,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,450,,
Dell,13.3,8,Intel Core i5 8th Gen.,,349.99,,
Dell,13.3,16,Intel Core i7 13th Gen.,,300,,
HP,14,16,Intel Core i7 4th Gen.,AMD FirePro M4100,299,,
HP,13.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,549,,
Dell,14,32,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,875,,
Microsoft,15,8,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,900,,
Dell,14,16,Intel Core i7 12th Gen.,,849,,
Acer,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,599,,
Intel,13.5,16,Intel Core i7 8th Gen.,Intel Iris Plus Graphics,699.99,,
Lenovo,15.6,8,Intel Core i5 11th Gen.,NVIDIA GeForce GTX 1650,649.99,,
HP,14,8,Intel Core i5 8th Gen.,Intel HD 620,270,,
HP,14,8,Intel Core i7 4th Gen.,AMD FirePro M4100,265,,
Dell,13.3,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,200,,
Microsoft,12.4,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,600,,
HP,14,16,Intel Core i5 11th Gen.,,849.95,,
Dell,15.6,32,Intel Core i7 9th Gen.,NVIDIA Quadro T2000,950,,
Dell,15.6,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,399,,
HP,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,439,,
Dell,15.6,32,Intel Core i7 10th Gen.,NVIDIA Quadro T1000,649,,
Dell,14,8,Intel Core i5 5th Gen.,Intel HD Graphics 5500,235,,
Dell,14,16,Intel Core i5 6th Gen.,,210,,
Lenovo,14,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,549.47,,
Lenovo,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,728.5,,
Dell,14,16,Intel Core i5 8th Gen.,Intel UHD Graphics 620,295,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel Iris Xe,875.99,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,529.99,,
HP,15.6,8,Intel Core i3 12th Gen.,Intel UHD Graphics,400,,
HP,13.3,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,699.99,,
Dell,13.3,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,457.35,,
HP,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,350,,
Lenovo,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,749.99,,
Lenovo,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,799.99,,
MSI,15.6,16,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 2060 Max-Q,999.99,,
Acer,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,410.04,,
Dell,17.3,16,Intel Core i7 13th Gen.,NVIDIA RTX A1000 6GB GDDR6,999.99,,
Dell,12.3,16,Intel Core i7 8th Gen.,,588,,
Lenovo,14,8,Intel Core i3 11th Gen.,Intel UHD Graphics,299,,
Microsoft,12.4,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,566.87,,
Dell,14,32,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,691.99,,
Dell,14,16,Intel Core i5 8th Gen.,Intel UHD Graphics 620,635.49,,
Lenovo,12.5,8,Intel Core i5 5th Gen.,Intel HD Graphics 5500,235,,
Samsung,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe MAX Graphics,524.99,,
Dell,15.6,16,Intel Core i5 6th Gen.,Intel HD Graphics 520,229,,
Dell,14,16,Intel Core i7 10th Gen.,Intel UHD Graphics,479.99,,
Lenovo,14,16,Intel Core i7 10th Gen.,Intel UHD Graphics,600,,
Dell,14,16,Intel Core i7 11th Gen.,INTEL HD GRAPHICS,551.99,,
Microsoft,12.4,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,499.99,,
HP,15.6,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,669.99,,
Dell,14,32,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,819,,
HP,15.6,8,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,620,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,415.75,,
HP,13.3,4,Intel Core i3 4th Gen.,,479,,
Asus,15.6,16,Intel Core i7 9th Gen.,NVIDIA GeForce RTX 2070 Max-Q,499.99,,
Dell,17.3,16,Intel Core i7 9th Gen.,NVIDIA Quadro RTX 3000,649,,
Dell,14,64,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,99.99,,
Dell,15.6,8,Intel Core i5 10th Gen.,Intel UHD Graphics,299,,
Dell,14,32,Intel Core i7 7th Gen.,,365.66,,
Lenovo,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,577.99,,
Dell,14,32,Intel Core i7 10th Gen.,Intel(R) UHD Graphics,355.99,,
Dell,15.6,16,Intel Core i7 7th Gen.,Radeon Pro WX 4130,339.99,,
Dell,14,16,Intel Core i7 11th Gen.,,639.99,,
Dell,13.3,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,900,,
Microsoft,15,8,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,874.95,,
MSI,15.6,16,Intel Core i9 12th Gen.,NVIDIA GeForce RTX 3070,999.99,,
Microsoft,15,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,942.26,,
Dell,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,699.99,,
Asus,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,549.99,,
Microsoft,12.4,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,599,,
HP,16.1,8,Intel Core i5 11th Gen.,,649.4,,
Microsoft,12.4,8,Intel Core i5 10th Gen.,Intel UHD Graphics,379.99,,
Microsoft,12.4,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,459.99,,
Dell,14,8,Intel Core i7 6th Gen.,,335,,
Dell,14,8,Intel Core i5 8th Gen.,Intel UHD Graphics,494.99,,
Dell,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,364.99,,
HP,14,8,Intel Core i5 8th Gen.,Intel HD 620,250,,
MSI,15.6,16,Intel Core i7 13th Gen.,NVIDIA GeForce RTX 4050,870,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,650,,
Lenovo,14,8,Intel Core i5 10th Gen.,,497.26,,
HP,15.6,64,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,720,,
Asus,15.6,16,Intel Core i7 10th Gen.,NVIDIA GeForce RTX 2070,899.99,,
Dell,13.3,16,Intel Core i7 10th Gen.,Intel UHD Graphics 620,841.48,,
Dell,14,32,Intel Core i7 12th Gen.,NVIDIA GeForce RTX 3060,99,,
Samsung,13.3,8,Intel Core i3 10th Gen.,,399.99,,
Acer,15.6,16,Intel Core i5 12th Gen.,NVIDIA GeForce RTX 3050,650,,
Dell,14,4,Intel Core i5 4th Gen.,Intel Graphics Family,190,,
Dell,14,16,Intel Core i7 11th Gen.,,553.66,,
Dell,14,16,Intel Core i5 8th Gen.,Intel UHD Graphics 620,259.95,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,116.11,,
HP,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,389.99,,
HP,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,399,,
Dell,15.6,8,Intel Core i5 12th Gen.,Intel UHD Graphics,459.99,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,473.99,,
HP,14,16,Intel Core i5 6th Gen.,Intel HD 520,345,,
Dell,14,16,Intel Core i7 10th Gen.,Intel UHD Graphics,449.99,,
Dell,15.6,16,Intel Core i7 4th Gen.,NVIDIA GeForce GT 720M 2GB,295,,
Dell,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,479.35,,
Lenovo,14,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,921.99,,
Dell,13.3,8,Intel Core i5 10th Gen.,Intel UHD Graphics,404.99,,
HP,17.3,8,Intel Core i3 11th Gen.,Intel UHD Graphics,424.99,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,85.15,,
Dell,14,16,Intel Core i7 8th Gen.,AMD Radeon RX 540 4GB GDDR5,359.99,,
HP,15.6,8,Intel Core i7 8th Gen.,,799.99,,
HP,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,799,,
HP,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,599,,
Dell,14,32,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,740.05,,
HP,15.6,64,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,680,,
Dell,14,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,463.97,,
Microsoft,12.4,8,Intel Core i5 10th Gen.,Intel UHD Graphics,489,,
Lenovo,14,8,Intel Core i7 13th Gen.,,779.99,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,419.9,,
Dell,14,8,Intel Core i7 8th Gen.,AMD Radeon RX 540 4GB GDDR5,299.99,,
HP,14,16,Intel Core i7 8th Gen.,Intel HD 620,575,,
Asus,15.6,8,Intel Core i3 10th Gen.,Intel UHD Graphics,325.99,,
